.HEADER
..NAMES
Time,V U2.K7&K8
2.50353e-08,0.8121
2.50586e-08,0.8642
2.50818e-08,0.8780
2.51051e-08,0.8801
2.51284e-08,0.8858
2.51516e-08,0.8926
2.51749e-08,0.8985
2.51982e-08,0.9091
2.52214e-08,0.9248
2.52447e-08,0.9371
2.52680e-08,0.9384
2.52912e-08,0.9212
2.53145e-08,0.8779
2.53378e-08,0.7963
2.53610e-08,0.6954
2.53843e-08,0.6051
2.54076e-08,0.5110
2.54308e-08,0.4148
2.54541e-08,0.3389
2.54774e-08,0.3036
2.55006e-08,0.2968
2.55239e-08,0.2906
2.55472e-08,0.2852
2.55704e-08,0.2852
2.55937e-08,0.2814
2.56170e-08,0.2654
2.56402e-08,0.2445
2.56635e-08,0.2325
2.56868e-08,0.2332
2.57100e-08,0.2469
2.57333e-08,0.2838
2.57566e-08,0.3642
2.57798e-08,0.4717
2.58031e-08,0.5666
2.58264e-08,0.6551
2.58496e-08,0.7456
2.58729e-08,0.8254
2.58962e-08,0.8691
2.59194e-08,0.8785
2.59427e-08,0.8808
2.59660e-08,0.8872
2.59892e-08,0.8937
2.60125e-08,0.9001
2.60358e-08,0.9120
2.60590e-08,0.9278
2.60823e-08,0.9383
2.61056e-08,0.9367
2.61288e-08,0.9151
2.61521e-08,0.8651
2.61754e-08,0.7765
2.61986e-08,0.6768
2.62219e-08,0.5874
2.62452e-08,0.4915
2.62684e-08,0.3975
2.62917e-08,0.3283
2.63150e-08,0.3010
2.63382e-08,0.2958
2.63615e-08,0.2891
2.63848e-08,0.2848
2.64080e-08,0.2851
2.64313e-08,0.2792
2.64546e-08,0.2613
2.64778e-08,0.2412
2.65011e-08,0.2316
2.65244e-08,0.2348
2.65476e-08,0.2517
2.65709e-08,0.2957
2.65942e-08,0.3847
2.66174e-08,0.4914
2.66407e-08,0.5839
2.66640e-08,0.6726
2.66872e-08,0.7626
2.67105e-08,0.8372
2.67338e-08,0.8726
2.67570e-08,0.8787
2.67803e-08,0.8816
2.68036e-08,0.8885
2.68269e-08,0.8948
2.68501e-08,0.9019
2.68734e-08,0.9151
2.68967e-08,0.9305
2.69199e-08,0.9392
2.69432e-08,0.9342
2.69665e-08,0.9079
2.69897e-08,0.8506
2.70130e-08,0.7563
2.70363e-08,0.6586
2.70595e-08,0.5693
2.70828e-08,0.4722
2.71061e-08,0.3811
2.71293e-08,0.3196
2.71526e-08,0.2992
2.71759e-08,0.2947
2.71991e-08,0.2877
2.72224e-08,0.2847
2.72457e-08,0.2847
2.72689e-08,0.2765
2.72922e-08,0.2570
2.73155e-08,0.2382
2.73387e-08,0.2313
2.73620e-08,0.2369
2.73853e-08,0.2575
2.74085e-08,0.3095
2.74318e-08,0.4058
2.74551e-08,0.5104
2.74783e-08,0.6009
2.75016e-08,0.6901
2.75249e-08,0.7790
2.75481e-08,0.8472
2.75714e-08,0.8749
2.75947e-08,0.8789
2.76179e-08,0.8827
2.76412e-08,0.8898
2.76645e-08,0.8958
2.76877e-08,0.9039
2.77110e-08,0.9183
2.77343e-08,0.9329
2.77575e-08,0.9395
2.77808e-08,0.9309
2.78041e-08,0.8995
2.78273e-08,0.8344
2.78506e-08,0.7361
2.78739e-08,0.6410
2.78971e-08,0.5508
2.79204e-08,0.4531
2.79437e-08,0.3658
2.79669e-08,0.3126
2.79902e-08,0.2980
2.80135e-08,0.2934
2.80367e-08,0.2864
2.80600e-08,0.2846
2.80833e-08,0.2840
2.81065e-08,0.2733
2.81298e-08,0.2528
2.81531e-08,0.2358
2.81763e-08,0.2314
2.81996e-08,0.2394
2.82229e-08,0.2642
2.82461e-08,0.3251
2.82694e-08,0.4269
2.82927e-08,0.5285
2.83159e-08,0.6177
2.83392e-08,0.7075
2.83625e-08,0.7946
2.83857e-08,0.8555
2.84090e-08,0.8763
2.84323e-08,0.8791
2.84555e-08,0.8839
2.84788e-08,0.8910
2.85021e-08,0.8970
2.85253e-08,0.9062
2.85486e-08,0.9214
2.85719e-08,0.9350
2.85951e-08,0.9392
2.86184e-08,0.9267
2.86417e-08,0.8900
2.86649e-08,0.8167
2.86882e-08,0.7163
2.87115e-08,0.6237
2.87347e-08,0.5318
2.87580e-08,0.4344
2.87813e-08,0.3518
2.88045e-08,0.3072
2.88278e-08,0.2970
2.88511e-08,0.2919
2.88743e-08,0.2855
2.88976e-08,0.2847
2.89209e-08,0.2829
2.89441e-08,0.2698
2.89674e-08,0.2487
2.89907e-08,0.2339
2.90139e-08,0.2320
2.90372e-08,0.2425
2.90605e-08,0.2725
2.90838e-08,0.3427
2.91070e-08,0.4480
2.91303e-08,0.5465
2.91536e-08,0.6350
2.91768e-08,0.7253
2.92001e-08,0.8095
2.92234e-08,0.8624
2.92466e-08,0.8772
2.92699e-08,0.8795
2.92932e-08,0.8852
2.93164e-08,0.8922
2.93397e-08,0.8982
2.93630e-08,0.9088
2.93862e-08,0.9245
2.94095e-08,0.9368
2.94328e-08,0.9384
2.94560e-08,0.9216
2.94793e-08,0.8789
2.95026e-08,0.7978
2.95258e-08,0.6968
2.95491e-08,0.6063
2.95724e-08,0.5124
2.95956e-08,0.4161
2.96189e-08,0.3394
2.96422e-08,0.3033
2.96654e-08,0.2963
2.96887e-08,0.2904
2.97120e-08,0.2848
2.97352e-08,0.2848
2.97585e-08,0.2814
2.97818e-08,0.2658
2.98050e-08,0.2449
2.98283e-08,0.2325
2.98516e-08,0.2330
2.98748e-08,0.2464
2.98981e-08,0.2825
2.99214e-08,0.3620
2.99446e-08,0.4690
2.99679e-08,0.5643
2.99912e-08,0.6525
3.00144e-08,0.7431
3.00377e-08,0.8234
3.00610e-08,0.8677
3.00842e-08,0.8778
3.01075e-08,0.8801
3.01308e-08,0.8866
3.01540e-08,0.8933
3.01773e-08,0.8997
3.02006e-08,0.9117
3.02238e-08,0.9275
3.02471e-08,0.9382
3.02704e-08,0.9368
3.02936e-08,0.9155
3.03169e-08,0.8662
3.03402e-08,0.7779
3.03634e-08,0.6780
3.03867e-08,0.5885
3.04100e-08,0.4928
3.04332e-08,0.3986
3.04565e-08,0.3287
3.04798e-08,0.3006
3.05030e-08,0.2956
3.05263e-08,0.2889
3.05496e-08,0.2846
3.05728e-08,0.2849
3.05961e-08,0.2792
3.06194e-08,0.2616
3.06426e-08,0.2414
3.06659e-08,0.2316
3.06892e-08,0.2346
3.07124e-08,0.2511
3.07357e-08,0.2944
3.07590e-08,0.3828
3.07822e-08,0.4895
3.08055e-08,0.5820
3.08288e-08,0.6704
3.08520e-08,0.7608
3.08753e-08,0.8359
3.08986e-08,0.8717
3.09218e-08,0.8781
3.09451e-08,0.8810
3.09684e-08,0.8882
3.09916e-08,0.8945
3.10149e-08,0.9014
3.10382e-08,0.9147
3.10614e-08,0.9303
3.10847e-08,0.9391
3.11080e-08,0.9344
3.11312e-08,0.9083
3.11545e-08,0.8517
3.11778e-08,0.7576
3.12010e-08,0.6597
3.12243e-08,0.5704
3.12476e-08,0.4733
3.12708e-08,0.3820
3.12941e-08,0.3199
3.13174e-08,0.2990
3.13406e-08,0.2946
3.13639e-08,0.2876
3.13872e-08,0.2845
3.14105e-08,0.2846
3.14337e-08,0.2765
3.14570e-08,0.2572
3.14803e-08,0.2384
3.15035e-08,0.2312
3.15268e-08,0.2366
3.15501e-08,0.2568
3.15733e-08,0.3084
3.15966e-08,0.4044
3.16199e-08,0.5092
3.16431e-08,0.5995
3.16664e-08,0.6885
3.16897e-08,0.7780
3.17129e-08,0.8466
3.17362e-08,0.8744
3.17595e-08,0.8783
3.17827e-08,0.8822
3.18060e-08,0.8896
3.18293e-08,0.8956
3.18525e-08,0.9034
3.18758e-08,0.9179
3.18991e-08,0.9329
3.19223e-08,0.9395
3.19456e-08,0.9311
3.19689e-08,0.9001
3.19921e-08,0.8355
3.20154e-08,0.7372
3.20387e-08,0.6420
3.20619e-08,0.5517
3.20852e-08,0.4540
3.21085e-08,0.3666
3.21317e-08,0.3129
3.21550e-08,0.2979
3.21783e-08,0.2934
3.22015e-08,0.2864
3.22248e-08,0.2846
3.22481e-08,0.2840
3.22713e-08,0.2733
3.22946e-08,0.2529
3.23179e-08,0.2359
3.23411e-08,0.2313
3.23644e-08,0.2392
3.23877e-08,0.2637
3.24109e-08,0.3244
3.24342e-08,0.4263
3.24575e-08,0.5283
3.24807e-08,0.6169
3.25040e-08,0.7066
3.25273e-08,0.7945
3.25505e-08,0.8555
3.25738e-08,0.8761
3.25971e-08,0.8785
3.26203e-08,0.8835
3.26436e-08,0.8910
3.26669e-08,0.8967
3.26901e-08,0.9057
3.27134e-08,0.9212
3.27367e-08,0.9351
3.27599e-08,0.9393
3.27832e-08,0.9269
3.28065e-08,0.8905
3.28297e-08,0.8178
3.28530e-08,0.7172
3.28763e-08,0.6245
3.28995e-08,0.5325
3.29228e-08,0.4352
3.29461e-08,0.3526
3.29693e-08,0.3075
3.29926e-08,0.2972
3.30159e-08,0.2920
3.30391e-08,0.2855
3.30624e-08,0.2848
3.30857e-08,0.2829
3.31089e-08,0.2697
3.31322e-08,0.2487
3.31555e-08,0.2339
3.31787e-08,0.2319
3.32020e-08,0.2423
3.32253e-08,0.2721
3.32485e-08,0.3423
3.32718e-08,0.4481
3.32951e-08,0.5466
3.33183e-08,0.6345
3.33416e-08,0.7249
3.33649e-08,0.8099
3.33881e-08,0.8627
3.34114e-08,0.8772
3.34347e-08,0.8791
3.34579e-08,0.8851
3.34812e-08,0.8923
3.35045e-08,0.8980
3.35277e-08,0.9084
3.35510e-08,0.9243
3.35743e-08,0.9369
3.35975e-08,0.9385
3.36208e-08,0.9218
3.36441e-08,0.8796
3.36673e-08,0.7988
3.36906e-08,0.6978
3.37139e-08,0.6071
3.37372e-08,0.5132
3.37604e-08,0.4169
3.37837e-08,0.3402
3.38070e-08,0.3036
3.38302e-08,0.2966
3.38535e-08,0.2905
3.38768e-08,0.2850
3.39000e-08,0.2850
3.39233e-08,0.2813
3.39466e-08,0.2657
3.39698e-08,0.2448
3.39931e-08,0.2325
3.40164e-08,0.2330
3.40396e-08,0.2462
3.40629e-08,0.2821
3.40862e-08,0.3619
3.41094e-08,0.4694
3.41327e-08,0.5646
3.41560e-08,0.6523
3.41792e-08,0.7432
3.42025e-08,0.8241
3.42258e-08,0.8683
3.42490e-08,0.8778
3.42723e-08,0.8798
3.42956e-08,0.8867
3.43188e-08,0.8934
3.43421e-08,0.8994
3.43654e-08,0.9113
3.43886e-08,0.9274
3.44119e-08,0.9383
3.44352e-08,0.9371
3.44584e-08,0.9160
3.44817e-08,0.8672
3.45050e-08,0.7791
3.45282e-08,0.6792
3.45515e-08,0.5896
3.45748e-08,0.4938
3.45980e-08,0.3994
3.46213e-08,0.3295
3.46446e-08,0.3011
3.46678e-08,0.2958
3.46911e-08,0.2890
3.47144e-08,0.2847
3.47376e-08,0.2851
3.47609e-08,0.2792
3.47842e-08,0.2615
3.48074e-08,0.2413
3.48307e-08,0.2316
3.48540e-08,0.2345
3.48772e-08,0.2508
3.49005e-08,0.2940
3.49238e-08,0.3828
3.49470e-08,0.4900
3.49703e-08,0.5822
3.49936e-08,0.6703
3.50168e-08,0.7612
3.50401e-08,0.8367
3.50634e-08,0.8724
3.50866e-08,0.8781
3.51099e-08,0.8809
3.51332e-08,0.8883
3.51564e-08,0.8945
3.51797e-08,0.9011
3.52030e-08,0.9144
3.52262e-08,0.9303
3.52495e-08,0.9393
3.52728e-08,0.9348
3.52960e-08,0.9090
3.53193e-08,0.8528
3.53426e-08,0.7588
3.53658e-08,0.6609
3.53891e-08,0.5714
3.54124e-08,0.4743
3.54356e-08,0.3829
3.54589e-08,0.3207
3.54822e-08,0.2994
3.55054e-08,0.2949
3.55287e-08,0.2877
3.55520e-08,0.2847
3.55752e-08,0.2848
3.55985e-08,0.2765
3.56218e-08,0.2571
3.56450e-08,0.2383
3.56683e-08,0.2312
3.56916e-08,0.2365
3.57148e-08,0.2565
3.57381e-08,0.3080
3.57614e-08,0.4045
3.57846e-08,0.5098
3.58079e-08,0.5996
3.58312e-08,0.6885
3.58544e-08,0.7786
3.58777e-08,0.8476
3.59010e-08,0.8751
3.59242e-08,0.8783
3.59475e-08,0.8821
3.59708e-08,0.8898
3.59940e-08,0.8956
3.60173e-08,0.9031
3.60406e-08,0.9177
3.60638e-08,0.9329
3.60871e-08,0.9397
3.61104e-08,0.9316
3.61337e-08,0.9008
3.61569e-08,0.8366
3.61802e-08,0.7384
3.62035e-08,0.6431
3.62267e-08,0.5527
3.62500e-08,0.4549
3.62733e-08,0.3674
3.62965e-08,0.3135
3.63198e-08,0.2983
3.63431e-08,0.2937
3.63663e-08,0.2865
3.63896e-08,0.2849
3.64129e-08,0.2842
3.64361e-08,0.2734
3.64594e-08,0.2528
3.64827e-08,0.2358
3.65059e-08,0.2313
3.65292e-08,0.2391
3.65525e-08,0.2633
3.65757e-08,0.3241
3.65990e-08,0.4265
3.66223e-08,0.5288
3.66455e-08,0.6170
3.66688e-08,0.7068
3.66921e-08,0.7952
3.67153e-08,0.8566
3.67386e-08,0.8768
3.67619e-08,0.8786
3.67851e-08,0.8836
3.68084e-08,0.8912
3.68317e-08,0.8967
3.68549e-08,0.9055
3.68782e-08,0.9210
3.69015e-08,0.9352
3.69247e-08,0.9396
3.69480e-08,0.9274
3.69713e-08,0.8913
3.69945e-08,0.8189
3.70178e-08,0.7183
3.70411e-08,0.6255
3.70643e-08,0.5336
3.70876e-08,0.4360
3.71109e-08,0.3533
3.71341e-08,0.3080
3.71574e-08,0.2976
3.71807e-08,0.2922
3.72039e-08,0.2856
3.72272e-08,0.2850
3.72505e-08,0.2831
3.72737e-08,0.2697
3.72970e-08,0.2486
3.73203e-08,0.2338
3.73435e-08,0.2319
3.73668e-08,0.2422
3.73901e-08,0.2717
3.74133e-08,0.3420
3.74366e-08,0.4483
3.74599e-08,0.5471
3.74831e-08,0.6345
3.75064e-08,0.7251
3.75297e-08,0.8107
3.75529e-08,0.8637
3.75762e-08,0.8777
3.75995e-08,0.8791
3.76227e-08,0.8852
3.76460e-08,0.8925
3.76693e-08,0.8979
3.76925e-08,0.9081
3.77158e-08,0.9242
3.77391e-08,0.9370
3.77623e-08,0.9388
3.77856e-08,0.9223
3.78089e-08,0.8804
3.78321e-08,0.7999
3.78554e-08,0.6987
3.78787e-08,0.6080
3.79019e-08,0.5142
3.79252e-08,0.4176
3.79485e-08,0.3407
3.79717e-08,0.3039
3.79950e-08,0.2969
3.80183e-08,0.2907
3.80415e-08,0.2850
3.80648e-08,0.2852
3.80881e-08,0.2815
3.81113e-08,0.2657
3.81346e-08,0.2447
3.81579e-08,0.2324
3.81811e-08,0.2329
3.82044e-08,0.2460
3.82277e-08,0.2817
3.82509e-08,0.3616
3.82742e-08,0.4697
3.82975e-08,0.5649
3.83207e-08,0.6522
3.83440e-08,0.7434
3.83673e-08,0.8249
3.83905e-08,0.8692
3.84138e-08,0.8781
3.84371e-08,0.8799
3.84603e-08,0.8869
3.84836e-08,0.8937
3.85069e-08,0.8993
3.85302e-08,0.9111
3.85534e-08,0.9274
3.85767e-08,0.9385
3.86000e-08,0.9373
3.86232e-08,0.9163
3.86465e-08,0.8678
3.86698e-08,0.7800
3.86930e-08,0.6797
3.87163e-08,0.5902
3.87396e-08,0.4945
3.87628e-08,0.4000
3.87861e-08,0.3299
3.88094e-08,0.3012
3.88326e-08,0.2961
3.88559e-08,0.2892
3.88792e-08,0.2847
3.89024e-08,0.2852
3.89257e-08,0.2794
3.89490e-08,0.2615
3.89722e-08,0.2412
3.89955e-08,0.2315
3.90188e-08,0.2345
3.90420e-08,0.2506
3.90653e-08,0.2936
3.90886e-08,0.3825
3.91118e-08,0.4903
3.91351e-08,0.5823
3.91584e-08,0.6701
3.91816e-08,0.7614
3.92049e-08,0.8375
3.92282e-08,0.8731
3.92514e-08,0.8783
3.92747e-08,0.8809
3.92980e-08,0.8885
3.93212e-08,0.8948
3.93445e-08,0.9010
3.93678e-08,0.9142
3.93910e-08,0.9303
3.94143e-08,0.9394
3.94376e-08,0.9349
3.94608e-08,0.9092
3.94841e-08,0.8535
3.95074e-08,0.7596
3.95306e-08,0.6613
3.95539e-08,0.5721
3.95772e-08,0.4750
3.96004e-08,0.3833
3.96237e-08,0.3208
3.96470e-08,0.2996
3.96702e-08,0.2952
3.96935e-08,0.2878
3.97168e-08,0.2847
3.97400e-08,0.2849
3.97633e-08,0.2767
3.97866e-08,0.2571
3.98098e-08,0.2382
3.98331e-08,0.2311
3.98564e-08,0.2365
3.98796e-08,0.2562
3.99029e-08,0.3075
3.99262e-08,0.4042
3.99494e-08,0.5102
3.99727e-08,0.5997
3.99960e-08,0.6883
4.00192e-08,0.7788
4.00425e-08,0.8483
4.00658e-08,0.8758
4.00890e-08,0.8785
4.01123e-08,0.8823
4.01356e-08,0.8901
4.01588e-08,0.8958
4.01821e-08,0.9030
4.02054e-08,0.9175
4.02286e-08,0.9329
4.02519e-08,0.9399
4.02752e-08,0.9317
4.02984e-08,0.9011
4.03217e-08,0.8374
4.03450e-08,0.7391
4.03682e-08,0.6434
4.03915e-08,0.5535
4.04148e-08,0.4557
4.04380e-08,0.3678
4.04613e-08,0.3136
4.04846e-08,0.2986
4.05078e-08,0.2940
4.05311e-08,0.2867
4.05544e-08,0.2849
4.05776e-08,0.2843
4.06009e-08,0.2736
4.06242e-08,0.2528
4.06474e-08,0.2357
4.06707e-08,0.2312
4.06940e-08,0.2390
4.07173e-08,0.2630
4.07405e-08,0.3235
4.07638e-08,0.4263
4.07871e-08,0.5291
4.08103e-08,0.6169
4.08336e-08,0.7066
4.08569e-08,0.7955
4.08801e-08,0.8573
4.09034e-08,0.8773
4.09267e-08,0.8787
4.09499e-08,0.8838
4.09732e-08,0.8915
4.09965e-08,0.8969
4.10197e-08,0.9054
4.10430e-08,0.9208
4.10663e-08,0.9352
4.10895e-08,0.9397
4.11128e-08,0.9275
4.11361e-08,0.8917
4.11593e-08,0.8197
4.11826e-08,0.7189
4.12059e-08,0.6260
4.12291e-08,0.5345
4.12524e-08,0.4368
4.12757e-08,0.3538
4.12989e-08,0.3081
4.13222e-08,0.2979
4.13455e-08,0.2927
4.13687e-08,0.2857
4.13920e-08,0.2850
4.14153e-08,0.2833
4.14385e-08,0.2699
4.14618e-08,0.2486
4.14851e-08,0.2337
4.15083e-08,0.2318
4.15316e-08,0.2421
4.15549e-08,0.2713
4.15781e-08,0.3411
4.16014e-08,0.4473
4.16247e-08,0.5466
4.16479e-08,0.6338
4.16712e-08,0.7241
4.16945e-08,0.8101
4.17177e-08,0.8637
4.17410e-08,0.8779
4.17643e-08,0.8792
4.17875e-08,0.8853
4.18108e-08,0.8928
4.18341e-08,0.8982
4.18573e-08,0.9081
4.18806e-08,0.9241
4.19039e-08,0.9369
4.19271e-08,0.9388
4.19504e-08,0.9224
4.19737e-08,0.8808
4.19969e-08,0.8009
4.20202e-08,0.6994
4.20435e-08,0.6088
4.20667e-08,0.5156
4.20900e-08,0.4188
4.21133e-08,0.3414
4.21365e-08,0.3040
4.21598e-08,0.2971
4.21831e-08,0.2910
4.22063e-08,0.2848
4.22296e-08,0.2850
4.22529e-08,0.2816
4.22761e-08,0.2661
4.22994e-08,0.2450
4.23227e-08,0.2324
4.23459e-08,0.2329
4.23692e-08,0.2459
4.23925e-08,0.2810
4.24157e-08,0.3599
4.24390e-08,0.4676
4.24623e-08,0.5635
4.24855e-08,0.6508
4.25088e-08,0.7416
4.25321e-08,0.8235
4.25553e-08,0.8687
4.25786e-08,0.8783
4.26019e-08,0.8801
4.26251e-08,0.8869
4.26484e-08,0.8938
4.26717e-08,0.8995
4.26949e-08,0.9110
4.27182e-08,0.9271
4.27415e-08,0.9382
4.27647e-08,0.9372
4.27880e-08,0.9164
4.28113e-08,0.8685
4.28345e-08,0.7813
4.28578e-08,0.6807
4.28811e-08,0.5915
4.29043e-08,0.4963
4.29276e-08,0.4013
4.29509e-08,0.3306
4.29742e-08,0.3013
4.29974e-08,0.2964
4.30207e-08,0.2895
4.30440e-08,0.2845
4.30672e-08,0.2850
4.30905e-08,0.2796
4.31138e-08,0.2619
4.31370e-08,0.2415
4.31603e-08,0.2315
4.31836e-08,0.2344
4.32068e-08,0.2503
4.32301e-08,0.2927
4.32534e-08,0.3805
4.32766e-08,0.4884
4.32999e-08,0.5810
4.33232e-08,0.6686
4.33464e-08,0.7597
4.33697e-08,0.8362
4.33930e-08,0.8728
4.34162e-08,0.8786
4.34395e-08,0.8811
4.34628e-08,0.8885
4.34860e-08,0.8949
4.35093e-08,0.9011
4.35326e-08,0.9140
4.35558e-08,0.9300
4.35791e-08,0.9392
4.36024e-08,0.9349
4.36256e-08,0.9095
4.36489e-08,0.8544
4.36722e-08,0.7609
4.36954e-08,0.6624
4.37187e-08,0.5736
4.37420e-08,0.4768
4.37652e-08,0.3847
4.37885e-08,0.3215
4.38118e-08,0.2998
4.38350e-08,0.2956
4.38583e-08,0.2881
4.38816e-08,0.2845
4.39048e-08,0.2849
4.39281e-08,0.2770
4.39514e-08,0.2575
4.39746e-08,0.2384
4.39979e-08,0.2311
4.40212e-08,0.2364
4.40444e-08,0.2558
4.40677e-08,0.3065
4.40910e-08,0.4021
4.41142e-08,0.5083
4.41375e-08,0.5982
4.41608e-08,0.6867
4.41840e-08,0.7771
4.42073e-08,0.8471
4.42306e-08,0.8756
4.42538e-08,0.8787
4.42771e-08,0.8823
4.43004e-08,0.8901
4.43236e-08,0.8960
4.43469e-08,0.9031
4.43702e-08,0.9173
4.43934e-08,0.9326
4.44167e-08,0.9396
4.44400e-08,0.9317
4.44632e-08,0.9014
4.44865e-08,0.8384
4.45098e-08,0.7405
4.45330e-08,0.6448
4.45563e-08,0.5552
4.45796e-08,0.4575
4.46028e-08,0.3693
4.46261e-08,0.3144
4.46494e-08,0.2990
4.46726e-08,0.2945
4.46959e-08,0.2868
4.47192e-08,0.2847
4.47424e-08,0.2843
4.47657e-08,0.2739
4.47890e-08,0.2532
4.48122e-08,0.2358
4.48355e-08,0.2312
4.48588e-08,0.2389
4.48820e-08,0.2626
4.49053e-08,0.3223
4.49286e-08,0.4240
4.49518e-08,0.5273
4.49751e-08,0.6155
4.49984e-08,0.7049
4.50216e-08,0.7938
4.50449e-08,0.8563
4.50682e-08,0.8773
4.50914e-08,0.8791
4.51147e-08,0.8839
4.51380e-08,0.8916
4.51612e-08,0.8971
4.51845e-08,0.9054
4.52078e-08,0.9206
4.52310e-08,0.9348
4.52543e-08,0.9395
4.52776e-08,0.9276
4.53008e-08,0.8921
4.53241e-08,0.8209
4.53474e-08,0.7203
4.53707e-08,0.6275
4.53939e-08,0.5364
4.54172e-08,0.4386
4.54405e-08,0.3553
4.54637e-08,0.3089
4.54870e-08,0.2984
4.55103e-08,0.2931
4.55335e-08,0.2859
4.55568e-08,0.2850
4.55801e-08,0.2834
4.56033e-08,0.2703
4.56266e-08,0.2490
4.56499e-08,0.2338
4.56731e-08,0.2318
4.56964e-08,0.2419
4.57197e-08,0.2707
4.57429e-08,0.3399
4.57662e-08,0.4460
4.57895e-08,0.5457
4.58127e-08,0.6328
4.58360e-08,0.7232
4.58593e-08,0.8094
4.58825e-08,0.8636
4.59058e-08,0.8783
4.59291e-08,0.8795
4.59523e-08,0.8855
4.59756e-08,0.8930
4.59989e-08,0.8982
4.60221e-08,0.9079
4.60454e-08,0.9238
4.60687e-08,0.9367
4.60919e-08,0.9387
4.61152e-08,0.9225
4.61385e-08,0.8813
4.61617e-08,0.8020
4.61850e-08,0.7007
4.62083e-08,0.6103
4.62315e-08,0.5171
4.62548e-08,0.4202
4.62781e-08,0.3427
4.63013e-08,0.3050
4.63246e-08,0.2979
4.63479e-08,0.2916
4.63711e-08,0.2852
4.63944e-08,0.2853
4.64177e-08,0.2819
4.64409e-08,0.2663
4.64642e-08,0.2451
4.64875e-08,0.2324
4.65107e-08,0.2329
4.65340e-08,0.2457
4.65573e-08,0.2806
4.65805e-08,0.3593
4.66038e-08,0.4675
4.66271e-08,0.5634
4.66503e-08,0.6505
4.66736e-08,0.7415
4.66969e-08,0.8238
4.67201e-08,0.8693
4.67434e-08,0.8788
4.67667e-08,0.8804
4.67899e-08,0.8873
4.68132e-08,0.8942
4.68365e-08,0.8996
4.68597e-08,0.9108
4.68830e-08,0.9269
4.69063e-08,0.9381
4.69295e-08,0.9372
4.69528e-08,0.9166
4.69761e-08,0.8690
4.69993e-08,0.7822
4.70226e-08,0.6819
4.70459e-08,0.5928
4.70691e-08,0.4976
4.70924e-08,0.4026
4.71157e-08,0.3319
4.71389e-08,0.3024
4.71622e-08,0.2973
4.71855e-08,0.2900
4.72087e-08,0.2850
4.72320e-08,0.2854
4.72553e-08,0.2798
4.72785e-08,0.2620
4.73018e-08,0.2415
4.73251e-08,0.2315
4.73483e-08,0.2344
4.73716e-08,0.2502
4.73949e-08,0.2923
4.74181e-08,0.3800
4.74414e-08,0.4883
4.74647e-08,0.5809
4.74879e-08,0.6684
4.75112e-08,0.7596
4.75345e-08,0.8366
4.75577e-08,0.8736
4.75810e-08,0.8791
4.76043e-08,0.8815
4.76275e-08,0.8890
4.76508e-08,0.8953
4.76741e-08,0.9012
4.76973e-08,0.9139
4.77206e-08,0.9298
4.77439e-08,0.9391
4.77672e-08,0.9349
4.77904e-08,0.9097
4.78137e-08,0.8548
4.78370e-08,0.7619
4.78602e-08,0.6637
4.78835e-08,0.5750
4.79068e-08,0.4781
4.79300e-08,0.3860
4.79533e-08,0.3228
4.79766e-08,0.3008
4.79998e-08,0.2964
4.80231e-08,0.2885
4.80464e-08,0.2850
4.80696e-08,0.2852
4.80929e-08,0.2772
4.81162e-08,0.2576
4.81394e-08,0.2384
4.81627e-08,0.2311
4.81860e-08,0.2363
4.82092e-08,0.2557
4.82325e-08,0.3060
4.82558e-08,0.4017
4.82790e-08,0.5083
4.83023e-08,0.5982
4.83256e-08,0.6865
4.83488e-08,0.7772
4.83721e-08,0.8477
4.83954e-08,0.8764
4.84186e-08,0.8793
4.84419e-08,0.8828
4.84652e-08,0.8906
4.84884e-08,0.8963
4.85117e-08,0.9031
4.85350e-08,0.9171
4.85582e-08,0.9324
4.85815e-08,0.9396
4.86048e-08,0.9318
4.86280e-08,0.9016
4.86513e-08,0.8390
4.86746e-08,0.7415
4.86978e-08,0.6460
4.87211e-08,0.5565
4.87444e-08,0.4587
4.87676e-08,0.3706
4.87909e-08,0.3155
4.88142e-08,0.2999
4.88374e-08,0.2952
4.88607e-08,0.2873
4.88840e-08,0.2851
4.89072e-08,0.2847
4.89305e-08,0.2741
4.89538e-08,0.2533
4.89770e-08,0.2359
4.90003e-08,0.2312
4.90236e-08,0.2388
4.90468e-08,0.2623
4.90701e-08,0.3218
4.90934e-08,0.4237
4.91166e-08,0.5274
4.91399e-08,0.6155
4.91632e-08,0.7048
4.91864e-08,0.7940
4.92097e-08,0.8570
4.92330e-08,0.8781
4.92562e-08,0.8796
4.92795e-08,0.8843
4.93028e-08,0.8921
4.93260e-08,0.8974
4.93493e-08,0.9054
4.93726e-08,0.9204
4.93958e-08,0.9347
4.94191e-08,0.9395
4.94424e-08,0.9277
4.94656e-08,0.8924
4.94889e-08,0.8215
4.95122e-08,0.7214
4.95354e-08,0.6287
4.95587e-08,0.5377
4.95820e-08,0.4397
4.96052e-08,0.3565
4.96285e-08,0.3100
4.96518e-08,0.2993
4.96750e-08,0.2937
4.96983e-08,0.2863
4.97216e-08,0.2854
4.97448e-08,0.2837
4.97681e-08,0.2704
4.97914e-08,0.2490
4.98146e-08,0.2339
4.98379e-08,0.2318
4.98612e-08,0.2418
4.98844e-08,0.2705
4.99077e-08,0.3394
4.99310e-08,0.4457
4.99542e-08,0.5456
4.99775e-08,0.6328
5.00008e-08,0.7231
5.00240e-08,0.8096
